Ocupação;Quantitativo;Porcentagem;Ano
Deputado;596;0,0356;2022
Comerciante;525;0,0314;2022
Professor de Ensino Superior;146;0,0087;2022
Fotógrafo e Assemelhados;22;0,0013;2022
Servidor Público Estadual;437;0,0261;2022
Motorista de Veículos de Transporte Coletivo de Passageiros;64;0,0038;2022
Psicólogo;67;0,004;2022
Motoboy;20;0,0012;2022
Técnico em Agronomia e Agrimensura;13;0,0008;2022
Trabalhador de Fabricação de Roupas;4;0,0002;2022
SENADOR, DEPUTADO E VEREADOR;5;0,0003;2022
Securitário;1;0,0001;2022
Jornalista e Redator;228;0,0136;2022
Demonstrador;1;0,0001;2022
Agricultor;202;0,0121;2022
Servidor Público Federal;130;0,0078;2022
Produtor de Espetáculos Públicos;20;0,0012;2022
Ator e Diretor de Espetáculos Públicos;24;0,0014;2022
Alfaiate e Costureiro;4;0,0002;2022
Terapeuta;24;0,0014;2022
Maquinista e Foguista de Embarcações e Assemelhados;2;0,0001;2022
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0001;2022
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0,0001;2022
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;2022
Bombeiro Civil;12;0,0007;2022
Trabalhador de Usinagem de Metais;1;0,0001;2022
Trabalhador de Construção Civil;24;0,0014;2022
Arquiteto;25;0,0015;2022
Controlador de Tráfego Aéreo;1;0,0001;2022
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;3;0,0002;2022
Estudante, Bolsista, Estagiário e Assemelhados;222;0,0133;2022
Cantor e Compositor;57;0,0034;2022
Carpinteiro, Marceneiro e Assemelhados;3;0,0002;2022
Historiador;14;0,0008;2022
Artista Plástico e Assemelhados;9;0,0005;2022
Tradutor, Intérprete e Filólogo;1;0,0001;2022
Técnico em Edificações;5;0,0003;2022
Zootecnista;1;0,0001;2022
Técnico de Mecânica;8;0,0005;2022
Pecuarista;40;0,0024;2022
Técnico em Informática;19;0,0011;2022
TAXISTA E MOTORISTA PARTICULAR;3;0,0002;2022
Padeiro, Confeiteiro e Assemelhados;13;0,0008;2022
Publicitário;45;0,0027;2022
Frentista;6;0,0004;2022
Garçom;11;0,0007;2022
Sociólogo;18;0,0011;2022
Comunicólogo;13;0,0008;2022
Cabeleireiro e Barbeiro;97;0,0058;2022
Empresário;2082;0,1244;2022
Sacerdote ou Membro de Ordem ou Seita Religiosa;69;0,0041;2022
Guia de Turismo;12;0,0007;2022
Bancário e Economiário;37;0,0022;2022
Policial Civil;111;0,0066;2022
Leiloeiro, Avaliador e Assemelhados;2;0,0001;2022
Agenciador de Propaganda;4;0,0002;2022
Supervisor, Inspetor e Agente de Compras e Vendas;17;0,001;2022
Trabalhador Metalúrgico e Siderúrgico;1;0,0001;2022
Montador de Máquinas;1;0,0001;2022
Nutricionista e Assemelhados;18;0,0011;2022
Tabelião;3;0,0002;2022
Professor e Instrutor de Formação Profissional;64;0,0038;2022
Vendedor de Comércio Varejista e Atacadista;103;0,0062;2022
Economista Doméstico;1;0,0001;2022
Comissário de Bordo;2;0,0001;2022
Químico;5;0,0003;2022
Artesão;21;0,0013;2022
Petroleiro;2;0,0001;2022
Agente Postal;5;0,0003;2022
Agente de Viagem;6;0,0004;2022
Físico;1;0,0001;2022
Serventuário de Justiça;10;0,0006;2022
Corretor de Imóveis, Seguros, Títulos e Valores;146;0,0087;2022
Vigilante;95;0,0057;2022
Escultor e Pintor;2;0,0001;2022
Enfermeiro;145;0,0087;2022
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);115;0,0069;2022
Lanterneiro e Pintor de Veículos;5;0,0003;2022
Detetive Particular;1;0,0001;2022
Almoxarife;6;0,0004;2022
Artista de Circo;3;0,0002;2022
Salva-Vidas;1;0,0001;2022
Estofador;1;0,0001;2022
Aposentado (Exceto Servidor Público);476;0,0284;2022
Trabalhador de Artes Gráficas;3;0,0002;2022
Auxiliar de Laboratório;5;0,0003;2022
Técnico de Eletricidade, Eletrônica e Telecomunicações;21;0,0013;2022
Motorista Particular;132;0,0079;2022
Engraxate;1;0,0001;2022
Faxineiro;6;0,0004;2022
Prefeito;1;0,0001;2022
Servidor Público Civil Aposentado;54;0,0032;2022
Militar Reformado;130;0,0078;2022
Contador;100;0,006;2022
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;13;0,0008;2022
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;45;0,0027;2022
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;1;0,0001;2022
Taxista;42;0,0025;2022
Desenhista;5;0,0003;2022
Pescador;15;0,0009;2022
Operador de Equipamento de Rádio, Televisão, Som e Cinema;2;0,0001;2022
Atleta Profissional e Técnico em Desportos;15;0,0009;2022
Trabalhador de Hotelaria;1;0,0001;2022
Gerente;64;0,0038;2022
Assistente Social;110;0,0066;2022
Agente Administrativo;107;0,0064;2022
Policial Militar;479;0,0286;2022
Gari ou Lixeiro;17;0,001;2022
Médico;345;0,0206;2022
Dona de Casa;212;0,0127;2022
Operador de Aparelhos de Produção Industrial;9;0,0005;2022
Analista de Sistemas;25;0,0015;2022
Economista;41;0,0024;2022
Jardineiro;5;0,0003;2022
Tapeceiro;1;0,0001;2022
Manicure e Maquilador;9;0,0005;2022
Fiscal de Transporte Coletivo;1;0,0001;2022
Oceanógrafo;1;0,0001;2022
Secretário e Datilógrafo;18;0,0011;2022
Músico;68;0,0041;2022
Fiscal;10;0,0006;2022
Fisioterapeuta e Terapeuta Ocupacional;38;0,0023;2022
Técnico de Química;4;0,0002;2022
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;15;0,0009;2022
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;2022
Recepcionista;14;0,0008;2022
Pedagogo;102;0,0061;2022
Cobrador de Transporte Coletivo;8;0,0005;2022
Torneiro Mecânico;3;0,0002;2022
Cozinheiro;29;0,0017;2022
