UF;Cor/raça;Quantitativo;Porcentagem;Data de carga
PB;Branca;4446;0,3551;2025-01-22 15:04:00
PB;Indígena;76;0,0061;2025-01-22 15:04:00
PB;Não Informado;226;0,0181;2025-01-22 15:04:00
PB;Parda;6794;0,5427;2025-01-22 15:04:00
PB;Preta;907;0,0724;2025-01-22 15:04:00
PE;Amarela;60;0,0028;2025-01-22 15:04:00
PE;Branca;7512;0,3561;2025-01-22 15:04:00
PE;Indígena;131;0,0062;2025-01-22 15:04:00
PE;Não Informado;126;0,006;2025-01-22 15:04:00
PE;Parda;11003;0,5216;2025-01-22 15:04:00
PE;Preta;2261;0,1072;2025-01-22 15:04:00
PI;Amarela;59;0,0055;2025-01-22 15:04:00
PI;Branca;2566;0,2406;2025-01-22 15:04:00
PI;Indígena;7;0,0007;2025-01-22 15:04:00
PI;Não Informado;174;0,0163;2025-01-22 15:04:00
PI;Não divulgável;10;0,0009;2025-01-22 15:04:00
PI;Parda;6741;0,6321;2025-01-22 15:04:00
PI;Preta;1107;0,1038;2025-01-22 15:04:00
PR;Amarela;133;0,0036;2025-01-22 15:04:00
PR;Branca;27449;0,7408;2025-01-22 15:04:00
PR;Indígena;49;0,0013;2025-01-22 15:04:00
PR;Não Informado;253;0,0068;2025-01-22 15:04:00
PR;Não divulgável;11;0,0003;2025-01-22 15:04:00
PR;Parda;6976;0,1883;2025-01-22 15:04:00
PR;Preta;2183;0,0589;2025-01-22 15:04:00
RJ;Amarela;53;0,002;2025-01-22 15:04:00
RJ;Branca;13154;0,4957;2025-01-22 15:04:00
RJ;Indígena;27;0,001;2025-01-22 15:04:00
RJ;Não Informado;582;0,0219;2025-01-22 15:04:00
RJ;Não divulgável;62;0,0023;2025-01-22 15:04:00
RJ;Parda;8098;0,3051;2025-01-22 15:04:00
RJ;Preta;4562;0,1719;2025-01-22 15:04:00
RN;Amarela;35;0,0033;2025-01-22 15:04:00
RN;Branca;4393;0,4161;2025-01-22 15:04:00
RN;Indígena;10;0,0009;2025-01-22 15:04:00
RN;Não Informado;124;0,0117;2025-01-22 15:04:00
RN;Não divulgável;2;0,0002;2025-01-22 15:04:00
RN;Parda;5036;0,477;2025-01-22 15:04:00
RN;Preta;957;0,0907;2025-01-22 15:04:00
RO;Amarela;33;0,0056;2025-01-22 15:04:00
RO;Branca;1961;0,3307;2025-01-22 15:04:00
RO;Indígena;36;0,0061;2025-01-22 15:04:00
RO;Não Informado;44;0,0074;2025-01-22 15:04:00
RO;Não divulgável;2;0,0003;2025-01-22 15:04:00
RO;Parda;3247;0,5476;2025-01-22 15:04:00
RO;Preta;607;0,1024;2025-01-22 15:04:00
RR;Amarela;4;0,0021;2025-01-22 15:04:00
RR;Branca;255;0,1354;2025-01-22 15:04:00
RR;Indígena;148;0,0786;2025-01-22 15:04:00
RR;Não Informado;10;0,0053;2025-01-22 15:04:00
RR;Parda;1383;0,7345;2025-01-22 15:04:00
RR;Preta;83;0,0441;2025-01-22 15:04:00
RS;Amarela;21;0,0006;2025-01-22 15:04:00
RS;Branca;29209;0,8707;2025-01-22 15:04:00
RS;Indígena;133;0,004;2025-01-22 15:04:00
RS;Não Informado;125;0,0037;2025-01-22 15:04:00
RS;Parda;2036;0,0607;2025-01-22 15:04:00
RS;Preta;2021;0,0602;2025-01-22 15:04:00
SC;Amarela;25;0,0011;2025-01-22 15:04:00
SC;Branca;19093;0,8737;2025-01-22 15:04:00
SC;Indígena;59;0,0027;2025-01-22 15:04:00
SC;Não Informado;70;0,0032;2025-01-22 15:04:00
SC;Não divulgável;3;0,0001;2025-01-22 15:04:00
SC;Parda;1831;0,0838;2025-01-22 15:04:00
SC;Preta;772;0,0353;2025-01-22 15:04:00
SE;Amarela;34;0,0048;2025-01-22 15:04:00
SE;Branca;1405;0,2003;2025-01-22 15:04:00
SE;Indígena;8;0,0011;2025-01-22 15:04:00
SE;Não Informado;95;0,0135;2025-01-22 15:04:00
SE;Parda;4529;0,6458;2025-01-22 15:04:00
SE;Preta;942;0,1343;2025-01-22 15:04:00
SP;Amarela;333;0,0036;2025-01-22 15:04:00
SP;Branca;65056;0,6938;2025-01-22 15:04:00
SP;Indígena;73;0,0008;2025-01-22 15:04:00
SP;Não Informado;626;0,0067;2025-01-22 15:04:00
SP;Não divulgável;72;0,0008;2025-01-22 15:04:00
SP;Parda;18902;0,2016;2025-01-22 15:04:00
SP;Preta;8709;0,0929;2025-01-22 15:04:00
TO;Amarela;57;0,0066;2025-01-22 15:04:00
TO;Branca;1847;0,2127;2025-01-22 15:04:00
TO;Indígena;48;0,0055;2025-01-22 15:04:00
TO;Não Informado;211;0,0243;2025-01-22 15:04:00
TO;Não divulgável;4;0,0005;2025-01-22 15:04:00
TO;Parda;5430;0,6254;2025-01-22 15:04:00
TO;Preta;1086;0,1251;2025-01-22 15:04:00
