UF;Cor/raça;Quantitativo;Porcentagem;Data de carga
SC;Parda;24;0,0355;2021-06-23 18:50:53
SC;Preta;38;0,0562;2021-06-23 18:50:53
SE;Amarela;2;0,0066;2021-06-23 18:50:53
SE;Branca;124;0,4092;2021-06-23 18:50:53
SE;Parda;154;0,5083;2021-06-23 18:50:53
SE;Preta;23;0,0759;2021-06-23 18:50:53
SP;Amarela;40;0,0109;2021-06-23 18:50:53
SP;Branca;2686;0,7331;2021-06-23 18:50:53
SP;Indígena;8;0,0022;2021-06-23 18:50:53
SP;Parda;598;0,1632;2021-06-23 18:50:53
SP;Preta;332;0,0906;2021-06-23 18:50:53
TO;Amarela;1;0,0027;2021-06-23 18:50:53
TO;Branca;154;0,4096;2021-06-23 18:50:53
TO;Indígena;1;0,0027;2021-06-23 18:50:53
TO;Parda;176;0,4681;2021-06-23 18:50:53
TO;Preta;44;0,117;2021-06-23 18:50:53
